"","ID","HornLen","CapAgeYears","Sex","Twin","jdateMC","PopDensMC","CapYear","BirthYear","animal"
"10129",3759,303,2,2,0,-4.69742063492063,149.635912698413,2010,2008,3759
"10130",13251,377,2,2,0,-4.69742063492063,149.635912698413,2010,2008,13251
"10131",12408,355,2,2,0,-4.69742063492063,149.635912698413,2010,2008,12408
"10132",7305,253,2,2,1,-4.69742063492063,149.635912698413,2010,2008,7305
"10135",3657,218,2,2,0,-4.69742063492063,149.635912698413,2010,2008,3657
"10140",13160,270,2,2,0,-4.69742063492063,149.635912698413,2010,2008,13160
"10155",11892,315,2,2,0,-4.69742063492063,149.635912698413,2010,2008,11892
"10157",13557,250,2,2,0,-4.69742063492063,149.635912698413,2010,2008,13557
"10160",1414,467,3,2,0,-4.69742063492063,149.635912698413,2010,2007,1414
"10161",11340,296,3,2,0,-4.69742063492063,149.635912698413,2010,2007,11340
"10163",4358,490,3,2,0,-4.69742063492063,149.635912698413,2010,2007,4358
"10168",11111,376,3,2,0,-4.69742063492063,149.635912698413,2010,2007,11111
"10170",10660,488,3,2,0,-4.69742063492063,149.635912698413,2010,2007,10660
"10177",145,364,3,2,1,-4.69742063492063,149.635912698413,2010,2007,145
"10180",686,378,3,2,0,-4.69742063492063,149.635912698413,2010,2007,686
"10181",5691,441,3,2,0,-4.69742063492063,149.635912698413,2010,2007,5691
"10187",8349,544,4,2,0,-4.69742063492063,149.635912698413,2010,2006,8349
"10188",9558,477,4,2,0,-4.69742063492063,149.635912698413,2010,2006,9558
"10190",13855,463,4,2,0,-4.69742063492063,149.635912698413,2010,2006,13855
"10194",2645,409,4,2,0,-4.69742063492063,149.635912698413,2010,2006,2645
"10195",3643,457,4,2,0,-4.69742063492063,149.635912698413,2010,2006,3643
"10196",9795,362,4,2,0,-4.69742063492063,149.635912698413,2010,2006,9795
"10197",13519,681,5,2,0,-4.69742063492063,149.635912698413,2010,2005,13519
"10208",4405,485,6,2,0,-4.69742063492063,149.635912698413,2010,2004,4405
"10212",10880,673,7,2,0,-4.69742063492063,149.635912698413,2010,2003,10880
"10217",3959,583,7,2,0,-4.69742063492063,149.635912698413,2010,2003,3959
"10231",8232,590,8,2,0,-4.69742063492063,149.635912698413,2010,2002,8232
"10244",8593,485,10,2,1,-4.69742063492063,149.635912698413,2010,2000,8593
"10518",11810,213,1,2,0,-3.69742063492063,126.635912698413,2011,2010,11810
"10520",10382,260,1,2,0,-3.69742063492063,126.635912698413,2011,2010,10382
"10528",582,353,2,2,0,-3.69742063492063,126.635912698413,2011,2009,582
"10529",8853,393,2,2,0,-3.69742063492063,126.635912698413,2011,2009,8853
"10536",3136,383,2,2,0,-3.69742063492063,126.635912698413,2011,2009,3136
"10542",10097,328,2,2,0,-3.69742063492063,126.635912698413,2011,2009,10097
"10543",9804,154,2,2,0,-3.69742063492063,126.635912698413,2011,2009,9804
"10548",3759,342,3,2,0,-3.69742063492063,126.635912698413,2011,2008,3759
"10549",13251,448,3,2,0,-3.69742063492063,126.635912698413,2011,2008,13251
"10550",12408,426,3,2,0,-3.69742063492063,126.635912698413,2011,2008,12408
"10551",7305,308,3,2,1,-3.69742063492063,126.635912698413,2011,2008,7305
"10565",13557,278,3,2,0,-3.69742063492063,126.635912698413,2011,2008,13557
"10569",1414,494,4,2,0,-3.69742063492063,126.635912698413,2011,2007,1414
"10573",11111,423,4,2,0,-3.69742063492063,126.635912698413,2011,2007,11111
"10579",686,404,4,2,0,-3.69742063492063,126.635912698413,2011,2007,686
"10580",5691,492,4,2,0,-3.69742063492063,126.635912698413,2011,2007,5691
"10589",8349,573,5,2,0,-3.69742063492063,126.635912698413,2011,2006,8349
"10593",3643,478,5,2,0,-3.69742063492063,126.635912698413,2011,2006,3643
"10595",13519,708,6,2,0,-3.69742063492063,126.635912698413,2011,2005,13519
"10603",4405,492,7,2,0,-3.69742063492063,126.635912698413,2011,2004,4405
"10639",1134,238,1,2,0,-1.69742063492063,126.635912698413,2011,2010,1134
"10641",485,119,1,2,0,-1.69742063492063,126.635912698413,2011,2010,485
"10642",11981,193,1,2,0,-1.69742063492063,126.635912698413,2011,2010,11981
"10644",13200,254,2,2,0,-1.69742063492063,126.635912698413,2011,2009,13200
"10645",10390,282,2,2,0,-1.69742063492063,126.635912698413,2011,2009,10390
"10647",3278,290,2,2,0,-1.69742063492063,126.635912698413,2011,2009,3278
"10649",13160,317,3,2,0,-1.69742063492063,126.635912698413,2011,2008,13160
"10654",11892,368,3,2,0,-1.69742063492063,126.635912698413,2011,2008,11892
"10656",11340,340,4,2,0,-1.69742063492063,126.635912698413,2011,2007,11340
"10657",4358,532,4,2,0,-1.69742063492063,126.635912698413,2011,2007,4358
"10659",145,377,4,2,1,-1.69742063492063,126.635912698413,2011,2007,145
"10663",2645,438,5,2,0,-1.69742063492063,126.635912698413,2011,2006,2645
"10664",9795,397,5,2,0,-1.69742063492063,126.635912698413,2011,2006,9795
"10698",12454,375,2,2,0,0.302579365079367,126.635912698413,2011,2009,12454
"10699",3156,337,2,2,1,0.302579365079367,126.635912698413,2011,2009,3156
"10703",6162,282,2,2,0,0.302579365079367,126.635912698413,2011,2009,6162
"10704",9718,401,2,2,0,0.302579365079367,126.635912698413,2011,2009,9718
"10711",7421,358,3,2,0,0.302579365079367,126.635912698413,2011,2008,7421
"10717",1012,486,4,2,0,0.302579365079367,126.635912698413,2011,2007,1012
"10720",10426,447,4,2,1,0.302579365079367,126.635912698413,2011,2007,10426
"10730",8887,444,8,2,0,0.302579365079367,126.635912698413,2011,2003,8887
"10731",2605,383,8,2,0,0.302579365079367,126.635912698413,2011,2003,2605
"10734",1643,566,8,2,0,0.302579365079367,126.635912698413,2011,2003,1643
"11246",12554,234,1,2,0,0.302579365079367,-160.364087301587,2012,2011,12554
"11250",11810,299,2,2,0,0.302579365079367,-160.364087301587,2012,2010,11810
"11259",582,429,3,2,0,0.302579365079367,-160.364087301587,2012,2009,582
"11266",10097,381,3,2,0,0.302579365079367,-160.364087301587,2012,2009,10097
"11267",6952,414,3,2,0,0.302579365079367,-160.364087301587,2012,2009,6952
"11281",4358,552,5,2,0,0.302579365079367,-160.364087301587,2012,2007,4358
"11293",3643,483,6,2,0,0.302579365079367,-160.364087301587,2012,2006,3643
"11319",6408,253,1,2,0,2.30257936507937,-160.364087301587,2012,2011,6408
"11320",11981,270,2,2,0,2.30257936507937,-160.364087301587,2012,2010,11981
"11321",5425,214,2,2,0,2.30257936507937,-160.364087301587,2012,2010,5425
"11324",3278,341,3,2,0,2.30257936507937,-160.364087301587,2012,2009,3278
"11325",13251,490,4,2,0,2.30257936507937,-160.364087301587,2012,2008,13251
"11330",11892,399,4,2,0,2.30257936507937,-160.364087301587,2012,2008,11892
"11337",5691,518,5,2,0,2.30257936507937,-160.364087301587,2012,2007,5691
"11344",10880,690,9,2,0,2.30257936507937,-160.364087301587,2012,2003,10880
"11457",1921,298,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,1921
"11460",9204,271,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,9204
"11463",11003,199,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,11003
"11464",10802,339,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,10802
"11467",862,356,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,862
"11468",8393,360,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,8393
"11469",10494,290,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,10494
"11473",1241,315,1,2,0,-2.69742063492063,22.6359126984127,2013,2012,1241
"11478",12554,354,2,2,0,-2.69742063492063,22.6359126984127,2013,2011,12554
"11479",11810,353,3,2,0,-2.69742063492063,22.6359126984127,2013,2010,11810
"11486",582,476,4,2,0,-2.69742063492063,22.6359126984127,2013,2009,582
"11490",10097,430,4,2,0,-2.69742063492063,22.6359126984127,2013,2009,10097
"11501",4358,571,6,2,0,-2.69742063492063,22.6359126984127,2013,2007,4358
"11508",3643,490,7,2,0,-2.69742063492063,22.6359126984127,2013,2006,3643
"11509",10880,687,10,2,0,-2.69742063492063,22.6359126984127,2013,2003,10880
"11548",2082,156,1,2,0,0.302579365079367,22.6359126984127,2013,2012,2082
"11550",6693,273,1,2,0,0.302579365079367,22.6359126984127,2013,2012,6693
"11552",976,295,1,2,0,0.302579365079367,22.6359126984127,2013,2012,976
"11560",13447,242,1,2,0,0.302579365079367,22.6359126984127,2013,2012,13447
"11575",6952,462,4,2,0,0.302579365079367,22.6359126984127,2013,2009,6952
"11576",13251,519,5,2,0,0.302579365079367,22.6359126984127,2013,2008,13251
"11578",13557,372,5,2,0,0.302579365079367,22.6359126984127,2013,2008,13557
"11585",1414,536,6,2,0,0.302579365079367,22.6359126984127,2013,2007,1414
"11586",11340,392,6,2,0,0.302579365079367,22.6359126984127,2013,2007,11340
"11587",5691,540,6,2,0,0.302579365079367,22.6359126984127,2013,2007,5691
"11594",8349,605,7,2,0,0.302579365079367,22.6359126984127,2013,2006,8349
"11625",383,280,1,2,0,5.30257936507937,22.6359126984127,2013,2012,383
"11632",9039,328,1,2,0,5.30257936507937,22.6359126984127,2013,2012,9039
"11634",1560,272,1,2,0,5.30257936507937,22.6359126984127,2013,2012,1560
"11663",2026,271,1,2,0,7.30257936507937,22.6359126984127,2013,2012,2026
"11667",6741,268,1,2,0,7.30257936507937,22.6359126984127,2013,2012,6741
"11668",4714,260,1,2,0,7.30257936507937,22.6359126984127,2013,2012,4714
"11670",13825,341,1,2,0,7.30257936507937,22.6359126984127,2013,2012,13825
"11671",786,213,1,2,1,7.30257936507937,22.6359126984127,2013,2012,786
"12044",2364,292,1,2,0,-5.69742063492063,-40.3640873015873,2014,2013,2364
"12048",2944,273,1,2,0,-5.69742063492063,-40.3640873015873,2014,2013,2944
"12071",11981,388,4,2,0,-5.69742063492063,-40.3640873015873,2014,2010,11981
"12079",3278,385,5,2,0,-5.69742063492063,-40.3640873015873,2014,2009,3278
"12189",6287,257,1,2,0,-2.69742063492063,-40.3640873015873,2014,2013,6287
"12190",2629,267,1,2,0,-2.69742063492063,-40.3640873015873,2014,2013,2629
"12197",1560,356,2,2,0,-2.69742063492063,-40.3640873015873,2014,2012,1560
"12228",6600,222,1,2,0,0.302579365079367,-40.3640873015873,2014,2013,6600
"12229",12516,194,1,2,0,0.302579365079367,-40.3640873015873,2014,2013,12516
"12231",3171,291,1,2,0,0.302579365079367,-40.3640873015873,2014,2013,3171
"12234",5795,193,1,2,1,0.302579365079367,-40.3640873015873,2014,2013,5795
"12235",6654,387,2,2,0,0.302579365079367,-40.3640873015873,2014,2012,6654
"12237",8071,339,2,2,0,0.302579365079367,-40.3640873015873,2014,2012,8071
"12283",2037,270,2,2,0,4.30257936507937,-40.3640873015873,2014,2012,2037
"12297",13251,531,6,2,0,4.30257936507937,-40.3640873015873,2014,2008,13251
"12299",13557,374,6,2,0,4.30257936507937,-40.3640873015873,2014,2008,13557
"12306",11340,413,7,2,0,4.30257936507937,-40.3640873015873,2014,2007,11340
"12310",5691,554,7,2,0,4.30257936507937,-40.3640873015873,2014,2007,5691
"12313",3643,498,8,2,0,4.30257936507937,-40.3640873015873,2014,2006,3643
"12379",955,341,1,2,0,9.30257936507937,-65.3640873015873,1988,1987,955
"12670",11140,155,1,2,0,-7.69742063492063,-9.36408730158735,2015,2014,11140
"12676",348,262,1,2,0,-7.69742063492063,-9.36408730158735,2015,2014,348
"12678",520,205,1,2,0,-7.69742063492063,-9.36408730158735,2015,2014,520
"12679",2722,301,1,2,0,-7.69742063492063,-9.36408730158735,2015,2014,2722
"12681",10059,273,1,2,0,-7.69742063492063,-9.36408730158735,2015,2014,10059
"12685",2944,373,2,2,0,-7.69742063492063,-9.36408730158735,2015,2013,2944
"12686",12516,265,2,2,0,-7.69742063492063,-9.36408730158735,2015,2013,12516
"12688",3171,325,2,2,0,-7.69742063492063,-9.36408730158735,2015,2013,3171
"12689",9704,416,3,2,0,-7.69742063492063,-9.36408730158735,2015,2012,9704
"12691",1863,394,3,2,0,-7.69742063492063,-9.36408730158735,2015,2012,1863
"12692",4004,405,3,2,0,-7.69742063492063,-9.36408730158735,2015,2012,4004
"12694",9039,484,3,2,0,-7.69742063492063,-9.36408730158735,2015,2012,9039
"12696",8393,479,3,2,0,-7.69742063492063,-9.36408730158735,2015,2012,8393
"12703",6408,422,4,2,0,-7.69742063492063,-9.36408730158735,2015,2011,6408
"12705",12554,422,4,2,0,-7.69742063492063,-9.36408730158735,2015,2011,12554
"12727",10209,480,7,2,0,-7.69742063492063,-9.36408730158735,2015,2008,10209
"12770",14177,230,1,2,0,-4.69742063492063,-9.36408730158735,2015,2014,14177
"12776",2037,320,3,2,0,-4.69742063492063,-9.36408730158735,2015,2012,2037
"12777",1560,405,3,2,0,-4.69742063492063,-9.36408730158735,2015,2012,1560
"13102",13840,282,1,2,0,0.302579365079367,-78.3640873015873,2016,2015,13840
"13106",1395,252,1,2,0,0.302579365079367,-78.3640873015873,2016,2015,1395
"13107",768,235,1,2,0,0.302579365079367,-78.3640873015873,2016,2015,768
"13111",11140,235,2,2,0,0.302579365079367,-78.3640873015873,2016,2014,11140
"13112",9187,277,2,2,0,0.302579365079367,-78.3640873015873,2016,2014,9187
"13115",12861,288,2,2,0,0.302579365079367,-78.3640873015873,2016,2014,12861
"13119",520,304,2,2,0,0.302579365079367,-78.3640873015873,2016,2014,520
"13120",2722,360,2,2,0,0.302579365079367,-78.3640873015873,2016,2014,2722
"13121",2364,444,3,2,0,0.302579365079367,-78.3640873015873,2016,2013,2364
"13124",2944,450,3,2,0,0.302579365079367,-78.3640873015873,2016,2013,2944
"13125",6287,401,3,2,0,0.302579365079367,-78.3640873015873,2016,2013,6287
"13126",2629,436,3,2,0,0.302579365079367,-78.3640873015873,2016,2013,2629
"13131",6654,437,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,6654
"13135",1863,431,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,1863
"13137",8071,418,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,8071
"13138",4004,426,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,4004
"13139",9039,525,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,9039
"13141",8393,511,4,2,0,0.302579365079367,-78.3640873015873,2016,2012,8393
"13147",6408,442,5,2,0,0.302579365079367,-78.3640873015873,2016,2011,6408
"13148",12554,423,5,2,0,0.302579365079367,-78.3640873015873,2016,2011,12554
"13191",6896,302,1,2,0,2.30257936507937,-78.3640873015873,2016,2015,6896
"13194",10059,362,2,2,0,2.30257936507937,-78.3640873015873,2016,2014,10059
"13227",10733,356,2,2,0,6.30257936507937,-78.3640873015873,2016,2014,10733
"13231",6600,379,3,2,0,6.30257936507937,-78.3640873015873,2016,2013,6600
"13233",11486,463,3,2,0,6.30257936507937,-78.3640873015873,2016,2013,11486
"13236",13871,369,3,2,0,6.30257936507937,-78.3640873015873,2016,2013,13871
"13238",8969,389,3,2,0,6.30257936507937,-78.3640873015873,2016,2013,8969
"13239",7039,384,3,2,0,6.30257936507937,-78.3640873015873,2016,2013,7039
"13277",6618,499,4,2,1,8.30257936507937,-78.3640873015873,2016,2012,6618
"13535",9610,282,1,2,0,-2.69742063492063,5.63591269841265,2017,2016,9610
"13537",13840,384,2,2,0,-2.69742063492063,5.63591269841265,2017,2015,13840
"13538",1395,366,2,2,0,-2.69742063492063,5.63591269841265,2017,2015,1395
"13540",8872,325,3,2,0,-2.69742063492063,5.63591269841265,2017,2014,8872
"13577",10463,244,1,2,0,2.30257936507937,5.63591269841265,2017,2016,10463
"13599",1863,449,5,2,0,-2.69742063492063,5.63591269841265,2017,2012,1863
"13601",9039,545,5,2,0,-2.69742063492063,5.63591269841265,2017,2012,9039
"13660",7061,256,1,2,0,0.302579365079367,5.63591269841265,2017,2016,7061
"13663",4964,208,1,2,1,0.302579365079367,5.63591269841265,2017,2016,4964
"13669",232,430,4,2,0,0.302579365079367,5.63591269841265,2017,2013,232
"13670",7211,406,4,2,0,0.302579365079367,5.63591269841265,2017,2013,7211
"13671",793,380,4,2,0,0.302579365079367,5.63591269841265,2017,2013,793
"13681",12423,215,1,2,0,0.302579365079367,5.63591269841265,2017,2016,12423
"13682",11461,117,1,2,0,0.302579365079367,5.63591269841265,2017,2016,11461
"13683",10769,299,1,2,0,0.302579365079367,5.63591269841265,2017,2016,10769
"13684",6343,243,1,2,0,0.302579365079367,5.63591269841265,2017,2016,6343
"13685",11140,283,3,2,0,0.302579365079367,5.63591269841265,2017,2014,11140
"13686",12861,341,3,2,0,0.302579365079367,5.63591269841265,2017,2014,12861
"13690",6896,376,2,2,0,0.302579365079367,5.63591269841265,2017,2015,6896
"13691",10059,437,3,2,0,0.302579365079367,5.63591269841265,2017,2014,10059
"13727",12411,326,2,2,0,5.30257936507937,5.63591269841265,2017,2015,12411
"13748",5330,263,1,2,0,5.30257936507937,5.63591269841265,2017,2016,5330
"13769",4284,107,1,2,0,7.30257936507937,5.63591269841265,2017,2016,4284
"13789",774,134,1,2,0,7.30257936507937,5.63591269841265,2017,2016,774
"14094",6343,318,2,2,0,-2.69742063492063,-144.364087301587,2018,2016,6343
"14175",2092,320,2,2,0,-2.69742063492063,-144.364087301587,2018,2016,2092
"14177",8253,348,2,2,0,-2.69742063492063,-144.364087301587,2018,2016,8253
"14206",6896,440,3,2,0,-0.697420634920633,-144.364087301587,2018,2015,6896
"14208",10059,479,4,2,0,-0.697420634920633,-144.364087301587,2018,2014,10059
"14407",12342,200,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,12342
"14412",2957,219,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,2957
"14413",10750,272,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,10750
"14460",2423,281,1,2,1,-2.69742063492063,-14.3640873015873,2019,2018,2423
"14461",9253,249,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,9253
"14463",5635,231,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,5635
"14466",7968,299,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,7968
"14468",4836,320,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,4836
"14471",12339,252,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,12339
"14501",1142,249,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,1142
"14502",13254,334,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,13254
"14503",7219,224,1,2,0,-2.69742063492063,-14.3640873015873,2019,2018,7219
"14506",6343,386,3,2,0,-2.69742063492063,-14.3640873015873,2019,2016,6343
"14520",1277,225,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,1277
"14525",4790,302,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,4790
"14526",9479,277,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,9479
"14528",2092,427,3,2,0,0.302579365079367,-14.3640873015873,2019,2016,2092
"14529",8253,443,3,2,0,0.302579365079367,-14.3640873015873,2019,2016,8253
"14532",13840,512,4,2,0,0.302579365079367,-14.3640873015873,2019,2015,13840
"14533",1395,489,4,2,0,0.302579365079367,-14.3640873015873,2019,2015,1395
"14534",6896,474,4,2,0,0.302579365079367,-14.3640873015873,2019,2015,6896
"14535",10059,516,5,2,0,0.302579365079367,-14.3640873015873,2019,2014,10059
"14538",2944,570,6,2,0,0.302579365079367,-14.3640873015873,2019,2013,2944
"14539",2364,571,6,2,0,0.302579365079367,-14.3640873015873,2019,2013,2364
"14541",8071,454,7,2,0,0.302579365079367,-14.3640873015873,2019,2012,8071
"14542",12554,433,8,2,0,0.302579365079367,-14.3640873015873,2019,2011,12554
"14552",5322,237,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,5322
"14565",7475,212,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,7475
"14567",8172,267,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,8172
"14569",3035,244,1,2,0,0.302579365079367,-14.3640873015873,2019,2018,3035
"14572",793,462,6,2,0,0.302579365079367,-14.3640873015873,2019,2013,793
"14573",7211,453,6,2,0,0.302579365079367,-14.3640873015873,2019,2013,7211
"14574",232,474,6,2,0,0.302579365079367,-14.3640873015873,2019,2013,232
"14581",774,227,3,2,0,3.30257936507937,-14.3640873015873,2019,2016,774
"14582",10733,473,5,2,0,3.30257936507937,-14.3640873015873,2019,2014,10733
"14584",11486,541,6,2,0,3.30257936507937,-14.3640873015873,2019,2013,11486
"14585",13871,450,6,2,0,3.30257936507937,-14.3640873015873,2019,2013,13871
"14586",6600,468,6,2,0,3.30257936507937,-14.3640873015873,2019,2013,6600
"14587",8969,489,6,2,0,3.30257936507937,-14.3640873015873,2019,2013,8969
"14588",7039,482,6,2,0,3.30257936507937,-14.3640873015873,2019,2013,7039
"14602",11931,205,1,2,0,3.30257936507937,-14.3640873015873,2019,2018,11931
"14603",7819,294,1,2,0,3.30257936507937,-14.3640873015873,2019,2018,7819
"14604",10616,216,1,2,0,3.30257936507937,-14.3640873015873,2019,2018,10616
"14605",14199,231,1,2,0,3.30257936507937,-14.3640873015873,2019,2018,14199
"14626",6387,365,3,2,0,4.30257936507937,-14.3640873015873,2019,2016,6387
"14845",9233,172,1,2,0,8.30257936507937,-20.3640873015873,2020,2019,9233
"14852",4790,375,2,2,0,8.30257936507937,-20.3640873015873,2020,2018,4790
"14887",3035,337,2,2,0,11.3025793650794,-20.3640873015873,2020,2018,3035
"14910",4836,450,2,2,0,12.3025793650794,-20.3640873015873,2020,2018,4836
"14924",8624,234,1,2,0,-6.69742063492063,-20.3640873015873,2020,2019,8624
"14942",1395,513,5,2,0,17.3025793650794,-20.3640873015873,2020,2015,1395
"14956",11622,148,1,2,0,1.30257936507937,-20.3640873015873,2020,2019,11622
"14959",8271,214,1,2,0,1.30257936507937,-20.3640873015873,2020,2019,8271
"14960",1923,179,1,2,0,1.30257936507937,-20.3640873015873,2020,2019,1923
"14962",7700,183,1,2,0,1.30257936507937,-20.3640873015873,2020,2019,7700
"18629",14002,297,2,2,0,0.302579365079367,34.6359126984127,2021,2019,14002
"18631",14008,200,2,2,0,0.302579365079367,34.6359126984127,2021,2019,14008
"18638",797,220,1,2,0,0.302579365079367,34.6359126984127,2021,2020,797
"18644",12739,223,1,2,1,0.302579365079367,34.6359126984127,2021,2020,12739
"18645",13616,218,1,2,1,0.302579365079367,34.6359126984127,2021,2020,13616
"18650",13139,244,1,2,0,0.302579365079367,34.6359126984127,2021,2020,13139
"18651",4693,176,1,2,0,0.302579365079367,34.6359126984127,2021,2020,4693
"18678",1142,390,3,2,0,0.302579365079367,34.6359126984127,2021,2018,1142
"18679",8172,437,3,2,0,0.302579365079367,34.6359126984127,2021,2018,8172
"18681",5635,369,3,2,0,0.302579365079367,34.6359126984127,2021,2018,5635
"18683",3035,405,3,2,0,0.302579365079367,34.6359126984127,2021,2018,3035
"18685",7219,383,3,2,0,0.302579365079367,34.6359126984127,2021,2018,7219
"18686",2957,421,3,2,0,0.302579365079367,34.6359126984127,2021,2018,2957
"18703",7768,264,1,2,0,2.30257936507937,34.6359126984127,2021,2020,7768
"18738",9187,365,7,2,0,5.30257936507937,34.6359126984127,2021,2014,9187
"18739",11140,351,7,2,0,5.30257936507937,34.6359126984127,2021,2014,11140
"18740",6896,530,6,2,0,5.30257936507937,34.6359126984127,2021,2015,6896
"18764",5322,401,3,2,0,5.30257936507937,34.6359126984127,2021,2018,5322
"18788",11696,176,1,2,0,7.30257936507937,34.6359126984127,2021,2020,11696
"18833",8969,496,8,2,0,9.30257936507937,34.6359126984127,2021,2013,8969
"18835",11486,574,8,2,0,9.30257936507937,34.6359126984127,2021,2013,11486
"18841",9137,361,2,2,0,9.30257936507937,34.6359126984127,2021,2019,9137
"18843",5794,407,2,2,0,9.30257936507937,34.6359126984127,2021,2019,5794
"18844",2614,384,2,2,0,9.30257936507937,34.6359126984127,2021,2019,2614
"18846",9156,244,2,2,0,9.30257936507937,34.6359126984127,2021,2019,9156
"18865",11931,341,3,2,0,9.30257936507937,34.6359126984127,2021,2018,11931
"18866",1596,454,3,2,0,9.30257936507937,34.6359126984127,2021,2018,1596
"18867",7819,454,3,2,0,9.30257936507937,34.6359126984127,2021,2018,7819
"19189",797,280,2,2,0,-1.69742063492063,-7.36408730158735,2022,2020,797
"19197",7768,338,2,2,0,-1.69742063492063,-7.36408730158735,2022,2020,7768
"19199",11637,161,1,2,0,-1.69742063492063,-7.36408730158735,2022,2021,11637
"19203",6377,283,1,2,0,-1.69742063492063,-7.36408730158735,2022,2021,6377
"19219",11140,345,8,2,0,0.302579365079367,-7.36408730158735,2022,2014,11140
"19221",6896,525,7,2,0,0.302579365079367,-7.36408730158735,2022,2015,6896
"19242",14008,243,3,2,0,0.302579365079367,-7.36408730158735,2022,2019,14008
"19246",4384,272,2,2,1,0.302579365079367,-7.36408730158735,2022,2020,4384
"19247",13139,300,2,2,0,0.302579365079367,-7.36408730158735,2022,2020,13139
"19249",4693,255,2,2,0,0.302579365079367,-7.36408730158735,2022,2020,4693
"19255",2193,209,1,2,0,0.302579365079367,-7.36408730158735,2022,2021,2193
"19263",5635,411,4,2,0,0.302579365079367,-7.36408730158735,2022,2018,5635
"19272",14074,299,2,2,0,2.30257936507937,-7.36408730158735,2022,2020,14074
"19273",1535,285,1,2,0,2.30257936507937,-7.36408730158735,2022,2021,1535
"19274",10891,230,1,2,0,2.30257936507937,-7.36408730158735,2022,2021,10891
"19320",6142,254,1,2,0,4.30257936507937,-7.36408730158735,2022,2021,6142
"19330",8172,473,4,2,0,5.30257936507937,-7.36408730158735,2022,2018,8172
"19331",3035,426,4,2,0,5.30257936507937,-7.36408730158735,2022,2018,3035
"19350",4495,422,3,2,0,6.30257936507937,-7.36408730158735,2022,2019,4495
"19355",7400,302,2,2,0,6.30257936507937,-7.36408730158735,2022,2020,7400
"19360",10759,528,4,2,0,6.30257936507937,-7.36408730158735,2022,2018,10759
